latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
0.2977,110.8856,317.1,1,1,2023-07-29,0240,Terra,MODIS,74,61.03,293.1,11,D,0
0.0264,112.113,313.5,1.1,1,2023-07-29,0240,Terra,MODIS,63,61.03,297.7,7.4,D,0
0.0173,112.1118,315.1,1.1,1,2023-07-29,0240,Terra,MODIS,69,61.03,297.3,8.9,D,0
0.016,112.121,309.9,1.1,1,2023-07-29,0240,Terra,MODIS,48,61.03,297,4.7,D,0
-0.5694,116.1095,316.7,1.9,1.3,2023-07-29,0240,Terra,MODIS,72,61.03,294.2,25.8,D,0
0.239,109.1938,309.2,1.1,1,2023-07-29,0240,Terra,MODIS,68,61.03,274.7,10.7,D,0
-0.2005,111.7725,314.6,1,1,2023-07-29,0240,Terra,MODIS,67,61.03,298.5,8.1,D,0
-0.1793,109.2859,312.6,1.1,1,2023-07-29,0240,Terra,MODIS,55,61.03,297.4,6.2,D,0
-0.1925,109.3126,312.5,1.1,1,2023-07-29,0240,Terra,MODIS,61,61.03,294.4,6.3,D,0
-0.2583,109.5106,316.4,1,1,2023-07-29,0240,Terra,MODIS,66,61.03,299,8.8,D,0
-2.2133,115.4985,337.1,1.8,1.3,2023-07-29,0241,Terra,MODIS,89,61.03,302.5,71.6,D,2
-2.2172,112.7348,317.4,1.2,1.1,2023-07-29,0241,Terra,MODIS,72,61.03,296.1,13.7,D,0
-2.7694,114.9719,314.4,1.7,1.3,2023-07-29,0241,Terra,MODIS,69,61.03,298.5,15.5,D,0
-2.1567,115.5771,319.2,1.8,1.3,2023-07-29,0241,Terra,MODIS,60,61.03,301,22.5,D,2
-2.9261,111.5617,318.8,1.1,1,2023-07-29,0241,Terra,MODIS,49,61.03,298.6,10.7,D,0
-2.9339,111.5511,319.5,1.1,1,2023-07-29,0241,Terra,MODIS,74,61.03,297.3,10.8,D,0
-2.9352,111.5604,315.2,1.1,1,2023-07-29,0241,Terra,MODIS,46,61.03,296.7,6.7,D,0
-3.7524,116.2859,309.1,2.2,1.4,2023-07-29,0241,Terra,MODIS,53,61.03,295.5,17,D,0
-3.7254,114.6692,312.5,1.7,1.3,2023-07-29,0241,Terra,MODIS,35,61.03,296.9,12.1,D,0
-3.8589,114.6388,312.6,1.7,1.3,2023-07-29,0241,Terra,MODIS,41,61.03,296.2,12.2,D,0
-7.5475,110.4468,326.6,1,1,2023-07-29,0242,Terra,MODIS,82,61.03,292.2,25.5,D,1
-7.2694,111.2187,313.3,1.1,1.1,2023-07-29,0242,Terra,MODIS,44,61.03,301.1,6,D,0
-7.2223,110.4261,311.8,1,1,2023-07-29,0242,Terra,MODIS,36,61.03,299.6,4.8,D,2
-7.5274,112.499,316.7,1.3,1.1,2023-07-29,0242,Terra,MODIS,64,61.03,297.7,10.8,D,0
-8.0417,110.955,308.9,1.1,1,2023-07-29,0242,Terra,MODIS,21,61.03,293.1,4.9,D,0
-8.1196,112.934,315.4,1.4,1.2,2023-07-29,0242,Terra,MODIS,65,61.03,291.8,19.9,D,1
-8.1088,112.9336,317,1.4,1.2,2023-07-29,0242,Terra,MODIS,73,61.03,294.3,23.2,D,1
-7.5462,110.4379,318.9,1,1,2023-07-29,0242,Terra,MODIS,74,61.03,293.6,16.4,D,1
5.1354,96.1959,308.1,3.7,1.8,2023-07-29,0417,Terra,MODIS,44,61.03,291.2,29.6,D,0
-8.0061,139.7424,314.7,1,1,2023-07-29,0436,Aqua,MODIS,34,61.03,292.1,6.7,D,0
-3.4443,135.3628,312.8,1.4,1.2,2023-07-29,0438,Aqua,MODIS,69,61.03,293.3,9.9,D,0
-9.3823,119.2476,326.8,1.4,1.2,2023-07-29,0614,Aqua,MODIS,0,61.03,300.5,22.8,D,0
-9.3869,119.2869,329,1.4,1.2,2023-07-29,0614,Aqua,MODIS,80,61.03,302.7,28.4,D,0
-7.7552,114.1182,329.9,1,1,2023-07-29,0615,Aqua,MODIS,81,61.03,309.4,16.4,D,0
-7.6417,111.6687,320.9,1.3,1.1,2023-07-29,0615,Aqua,MODIS,63,61.03,303.8,12.4,D,0
-8.3469,118.1258,325.2,1.2,1.1,2023-07-29,0615,Aqua,MODIS,77,61.03,299.7,23.3,D,0
-8.3908,117.9014,325.5,1.2,1.1,2023-07-29,0615,Aqua,MODIS,62,61.03,303.7,18.4,D,0
-8.8095,118.5824,311.1,1.3,1.1,2023-07-29,0615,Aqua,MODIS,59,61.03,297.6,7.9,D,0
-6.9725,109.7914,318.5,1.8,1.3,2023-07-29,0615,Aqua,MODIS,69,61.03,299.1,20.7,D,0
-8.3372,118.1239,328.5,1.2,1.1,2023-07-29,0615,Aqua,MODIS,80,61.03,299.4,28.5,D,0
-8.3658,114.0993,322,1,1,2023-07-29,0615,Aqua,MODIS,77,61.03,300.6,14.3,D,0
-8.1184,112.9224,338.6,1.1,1.1,2023-07-29,0615,Aqua,MODIS,89,61.03,299.4,44.9,D,1
-2.758,115.0533,318.6,1,1,2023-07-29,0616,Aqua,MODIS,51,61.03,302,7.7,D,0
-2.7318,115.1708,325.9,1,1,2023-07-29,0616,Aqua,MODIS,79,61.03,302.1,16,D,0
-2.7384,115.125,320.1,1,1,2023-07-29,0616,Aqua,MODIS,73,61.03,302,9,D,0
-2.7476,115.0611,325.3,1,1,2023-07-29,0616,Aqua,MODIS,77,61.03,303.1,13.9,D,0
-2.749,115.0519,319.6,1,1,2023-07-29,0616,Aqua,MODIS,55,61.03,301.7,8.1,D,0
-2.7333,115.0962,323.2,1,1,2023-07-29,0616,Aqua,MODIS,38,61.03,303.4,10.8,D,0
-2.736,115.078,328.9,1,1,2023-07-29,0616,Aqua,MODIS,69,61.03,301.8,16.8,D,0
-2.7504,114.9779,322,1,1,2023-07-29,0616,Aqua,MODIS,62,61.03,300.6,10.9,D,0
-2.7219,115.048,319.3,1,1,2023-07-29,0616,Aqua,MODIS,61,61.03,302.6,8,D,0
-1.8229,121.0453,308.5,2.6,1.5,2023-07-29,0616,Aqua,MODIS,53,61.03,295.3,18,D,0
-3.0115,112.9775,317,1,1,2023-07-29,0616,Aqua,MODIS,69,61.03,298.7,10,D,0
-2.6932,115.1184,322.3,1,1,2023-07-29,0616,Aqua,MODIS,75,61.03,301.1,11.6,D,0
-2.6613,115.2733,322.5,1,1,2023-07-29,0616,Aqua,MODIS,66,61.03,295.2,12.1,D,0
-2.6627,115.2641,327.7,1,1,2023-07-29,0616,Aqua,MODIS,75,61.03,298.1,17.5,D,0
-2.7151,114.779,319.3,1,1,2023-07-29,0616,Aqua,MODIS,0,61.03,298.2,10.5,D,0
-2.6225,115.1576,323.7,1,1,2023-07-29,0616,Aqua,MODIS,77,61.03,299.9,13.5,D,0
-2.6238,115.1484,317.4,1,1,2023-07-29,0616,Aqua,MODIS,50,61.03,301.7,6.7,D,0
-3.0264,112.3594,323.2,1.1,1,2023-07-29,0616,Aqua,MODIS,77,61.03,299.5,17.3,D,0
-2.9296,112.9028,317.6,1,1,2023-07-29,0616,Aqua,MODIS,46,61.03,301,8.8,D,0
-3.0277,112.3498,320.2,1.1,1,2023-07-29,0616,Aqua,MODIS,74,61.03,298.5,13.6,D,0
-2.9643,110.7295,312.4,1.3,1.1,2023-07-29,0616,Aqua,MODIS,34,61.03,298.6,8.5,D,0
-2.9626,110.7412,315.3,1.3,1.1,2023-07-29,0616,Aqua,MODIS,57,61.03,296.4,11.9,D,0
-2.8975,111.3391,319.5,1.2,1.1,2023-07-29,0616,Aqua,MODIS,55,61.03,299,15,D,0
-2.8959,111.3498,357.5,1.2,1.1,2023-07-29,0616,Aqua,MODIS,75,61.03,300.6,98.9,D,0
-2.3918,114.91,320.1,1,1,2023-07-29,0616,Aqua,MODIS,0,61.03,305.1,10.2,D,0
-2.2879,115.694,321.5,1.1,1,2023-07-29,0616,Aqua,MODIS,73,61.03,300,14.1,D,0
-2.2865,115.7036,315.3,1.1,1,2023-07-29,0616,Aqua,MODIS,62,61.03,299.2,7.7,D,0
-2.7007,112.8987,322.8,1,1,2023-07-29,0616,Aqua,MODIS,73,61.03,300.2,14.6,D,0
-2.3433,115.7471,311.4,1.1,1,2023-07-29,0616,Aqua,MODIS,46,61.03,297,4.3,D,0
-2.5747,114.7921,314.4,1,1,2023-07-29,0616,Aqua,MODIS,40,61.03,300.3,4.4,D,0
-2.9232,112.883,320.1,1,1,2023-07-29,0616,Aqua,MODIS,64,61.03,301,11.6,D,0
-2.9219,112.8922,318.8,1,1,2023-07-29,0616,Aqua,MODIS,54,61.03,301.5,10.2,D,0
-4.122,114.7291,311.3,1,1,2023-07-29,0616,Aqua,MODIS,42,61.03,297.1,5.7,D,0
-3.7191,114.6491,326,1,1,2023-07-29,0616,Aqua,MODIS,79,61.03,300.4,15.9,D,0
-3.7204,114.6402,321.4,1,1,2023-07-29,0616,Aqua,MODIS,62,61.03,296.3,11.4,D,0
-2.5858,121.6288,310.7,2.8,1.6,2023-07-29,0616,Aqua,MODIS,41,61.03,290.6,27.6,D,0
-3.5959,114.7337,312.6,1,1,2023-07-29,0616,Aqua,MODIS,23,61.03,285.5,6.7,D,0
-2.5808,121.3794,328.5,2.7,1.6,2023-07-29,0616,Aqua,MODIS,78,61.03,301.4,87.7,D,2
-2.5846,121.3546,316.8,2.7,1.6,2023-07-29,0616,Aqua,MODIS,71,61.03,299.8,37.8,D,2
-2.5768,121.3729,322.5,2.7,1.6,2023-07-29,0616,Aqua,MODIS,78,61.03,301.1,58.7,D,2
-3.4725,114.4398,315.9,1,1,2023-07-29,0616,Aqua,MODIS,66,61.03,299.6,7.4,D,0
-3.3244,115.2719,312.2,1,1,2023-07-29,0616,Aqua,MODIS,49,61.03,296.9,4.9,D,0
-3.2747,114.7328,321.7,1,1,2023-07-29,0616,Aqua,MODIS,68,61.03,301.5,11,D,0
-3.2064,114.7527,328,1,1,2023-07-29,0616,Aqua,MODIS,81,61.03,302,17.7,D,0
-2.4794,119.5307,313.5,1.9,1.3,2023-07-29,0616,Aqua,MODIS,58,61.03,299.4,13.9,D,0
-3.1908,113.6488,318,1,1,2023-07-29,0616,Aqua,MODIS,69,61.03,297.6,10.3,D,0
-3.1819,113.6475,326.9,1,1,2023-07-29,0616,Aqua,MODIS,80,61.03,299.4,19,D,0
-3.3184,112.5627,311.5,1.1,1,2023-07-29,0616,Aqua,MODIS,50,61.03,299,5.1,D,0
-3.3295,112.4175,310.9,1.1,1,2023-07-29,0616,Aqua,MODIS,37,61.03,297,4.8,D,0
-2.8942,115.0669,320.7,1,1,2023-07-29,0616,Aqua,MODIS,74,61.03,300.6,11.7,D,0
-3.0728,113.2526,312.8,1,1,2023-07-29,0616,Aqua,MODIS,54,61.03,299,5.8,D,0
-0.6717,112.0177,315.8,1.1,1,2023-07-29,0617,Aqua,MODIS,64,61.03,298.4,9.7,D,0
0.8366,113.3385,313.5,1,1,2023-07-29,0617,Aqua,MODIS,64,61.03,298.9,6.1,D,0
0.5668,111.468,324.5,1.1,1,2023-07-29,0617,Aqua,MODIS,79,61.03,299.9,17.1,D,0
0.3956,110.2795,318,1.3,1.1,2023-07-29,0617,Aqua,MODIS,71,61.03,290.4,16.7,D,0
0.394,110.2682,315.7,1.3,1.1,2023-07-29,0617,Aqua,MODIS,67,61.03,292.5,12.9,D,0
0.3907,110.2456,314.4,1.3,1.1,2023-07-29,0617,Aqua,MODIS,51,61.03,292.5,10.3,D,0
0.2382,109.1868,313,1.5,1.2,2023-07-29,0617,Aqua,MODIS,55,61.03,291.7,11.8,D,0
0.7041,112.3565,339.4,1,1,2023-07-29,0617,Aqua,MODIS,0,61.03,291.1,39.2,D,0
0.5761,111.4667,332.7,1.1,1,2023-07-29,0617,Aqua,MODIS,86,61.03,299.5,28.1,D,0
0.5747,111.4569,319.3,1.1,1,2023-07-29,0617,Aqua,MODIS,47,61.03,299.5,10.1,D,0
0.4484,110.5765,327,1.2,1.1,2023-07-29,0617,Aqua,MODIS,66,61.03,285.7,28.1,D,0
0.6117,111.6487,311.3,1.1,1,2023-07-29,0617,Aqua,MODIS,57,61.03,293,4.6,D,0
0.6126,111.5447,321.2,1.1,1,2023-07-29,0617,Aqua,MODIS,76,61.03,294.3,14,D,0
0.6112,111.5351,332.8,1.1,1,2023-07-29,0617,Aqua,MODIS,86,61.03,297.1,29.7,D,0
0.4687,110.5679,314.4,1.2,1.1,2023-07-29,0617,Aqua,MODIS,50,61.03,275.6,12.4,D,0
0.4229,110.2584,332.8,1.3,1.1,2023-07-29,0617,Aqua,MODIS,86,61.03,289.8,41.1,D,0
0.2827,109.2431,328,1.5,1.2,2023-07-29,0617,Aqua,MODIS,82,61.03,296,38,D,0
0.2955,109.2549,313.7,1.5,1.2,2023-07-29,0617,Aqua,MODIS,65,61.03,297.3,11.6,D,0
0.4965,110.5528,332.4,1.2,1.1,2023-07-29,0617,Aqua,MODIS,81,61.03,276,38.5,D,0
0.4949,110.542,327.8,1.2,1.1,2023-07-29,0617,Aqua,MODIS,81,61.03,276.8,31.1,D,0
0.4106,109.9653,312.5,1.3,1.1,2023-07-29,0617,Aqua,MODIS,62,61.03,283.2,11.1,D,0
0.8089,112.639,340.5,1,1,2023-07-29,0617,Aqua,MODIS,91,61.03,300.2,39.4,D,0
0.6157,111.3051,333,1.1,1.1,2023-07-29,0617,Aqua,MODIS,86,61.03,290.1,33,D,0
0.6143,111.2952,327.9,1.1,1.1,2023-07-29,0617,Aqua,MODIS,82,61.03,288.5,25.1,D,0
0.5675,110.9729,325.9,1.2,1.1,2023-07-29,0617,Aqua,MODIS,80,61.03,293.7,24.2,D,0
0.4276,110.0108,315.8,1.3,1.1,2023-07-29,0617,Aqua,MODIS,68,61.03,288,15.7,D,0
0.4259,109.9992,314.6,1.3,1.1,2023-07-29,0617,Aqua,MODIS,66,61.03,288,13.7,D,0
0.6407,111.4118,311.5,1.1,1,2023-07-29,0617,Aqua,MODIS,60,61.03,291.5,6.5,D,0
0.8859,113.0456,316.9,1,1,2023-07-29,0617,Aqua,MODIS,70,61.03,299.9,7.5,D,0
0.6376,111.1902,313.2,1.1,1.1,2023-07-29,0617,Aqua,MODIS,45,61.03,288.3,8.1,D,0
0.4766,110.0633,312.1,1.3,1.1,2023-07-29,0617,Aqua,MODIS,60,61.03,290.2,10.3,D,0
0.934,113.1768,324.8,1,1,2023-07-29,0617,Aqua,MODIS,80,61.03,300.2,16.8,D,0
0.9327,113.168,314.3,1,1,2023-07-29,0617,Aqua,MODIS,66,61.03,299.9,6.7,D,0
0.9441,113.1844,328.6,1,1,2023-07-29,0617,Aqua,MODIS,83,61.03,300.1,20,D,0
0.9429,113.1755,325,1,1,2023-07-29,0617,Aqua,MODIS,80,61.03,300,15.8,D,0
0.5521,110.5052,320.1,1.2,1.1,2023-07-29,0617,Aqua,MODIS,75,61.03,284.2,19.9,D,0
0.5505,110.4942,311.9,1.2,1.1,2023-07-29,0617,Aqua,MODIS,34,61.03,284.7,10,D,0
0.5293,110.2828,332.5,1.3,1.1,2023-07-29,0617,Aqua,MODIS,84,61.03,286.8,36.4,D,0
0.5276,110.2716,322,1.3,1.1,2023-07-29,0617,Aqua,MODIS,58,61.03,284.7,19.6,D,0
0.9158,112.8628,331.1,1,1,2023-07-29,0617,Aqua,MODIS,85,61.03,305,20.4,D,0
0.9145,112.8539,325.9,1,1,2023-07-29,0617,Aqua,MODIS,77,61.03,303.9,14.3,D,0
0.9247,112.8615,327.1,1,1,2023-07-29,0617,Aqua,MODIS,82,61.03,300.7,16.1,D,0
0.9234,112.8526,325.5,1,1,2023-07-29,0617,Aqua,MODIS,80,61.03,299,14.9,D,0
0.8612,112.4231,334,1,1,2023-07-29,0617,Aqua,MODIS,87,61.03,294.6,28.8,D,0
0.5508,110.291,342.8,1.3,1.1,2023-07-29,0617,Aqua,MODIS,87,61.03,289.2,57.4,D,0
0.5475,110.2686,327.7,1.3,1.1,2023-07-29,0617,Aqua,MODIS,30,61.03,288.2,28.1,D,0
0.5175,110.063,311.8,1.3,1.1,2023-07-29,0617,Aqua,MODIS,62,61.03,285.5,11,D,0
0.5157,110.0513,312.7,1.3,1.1,2023-07-29,0617,Aqua,MODIS,64,61.03,287.6,12,D,0
0.4453,109.5705,310.8,1.4,1.2,2023-07-29,0617,Aqua,MODIS,60,61.03,293.3,9.2,D,0
0.8715,112.4308,324.5,1,1,2023-07-29,0617,Aqua,MODIS,79,61.03,292.8,17.9,D,0
0.9451,112.8767,335.8,1,1,2023-07-29,0617,Aqua,MODIS,88,61.03,300.2,29.5,D,0
0.5756,110.3216,321.2,1.3,1.1,2023-07-29,0617,Aqua,MODIS,65,61.03,292.9,18.8,D,0
0.574,110.3105,355.6,1.3,1.1,2023-07-29,0617,Aqua,MODIS,98,61.03,288.3,97.9,D,0
0.5887,110.3423,313.1,1.3,1.1,2023-07-29,0617,Aqua,MODIS,37,61.03,289.3,8.9,D,0
0.7757,111.5736,315.5,1.1,1,2023-07-29,0617,Aqua,MODIS,69,61.03,284.3,12.2,D,0
0.5257,109.8327,312,1.4,1.2,2023-07-29,0617,Aqua,MODIS,62,61.03,294.2,8.9,D,0
0.524,109.8209,314.1,1.4,1.2,2023-07-29,0617,Aqua,MODIS,67,61.03,294.3,11.8,D,0
0.6658,110.7399,324.7,1.2,1.1,2023-07-29,0617,Aqua,MODIS,73,61.03,290.4,23.9,D,0
0.6552,110.666,324.7,1.2,1.1,2023-07-29,0617,Aqua,MODIS,39,61.03,289.9,22.9,D,0
0.6692,110.7445,323.5,1.2,1.1,2023-07-29,0617,Aqua,MODIS,69,61.03,290.6,25,D,0
0.6677,110.7339,314.8,1.2,1.1,2023-07-29,0617,Aqua,MODIS,51,61.03,290.2,14.1,D,0
0.6583,110.6707,329.1,1.2,1.1,2023-07-29,0617,Aqua,MODIS,81,61.03,286.2,31.7,D,0
0.9959,112.9088,324.7,1,1,2023-07-29,0617,Aqua,MODIS,80,61.03,298.9,15.6,D,0
0.7671,111.3413,334.9,1.1,1.1,2023-07-29,0617,Aqua,MODIS,88,61.03,293.2,34.5,D,0
0.7656,111.3314,337.3,1.1,1.1,2023-07-29,0617,Aqua,MODIS,89,61.03,293.3,38.4,D,0
0.6617,110.6266,312.6,1.2,1.1,2023-07-29,0617,Aqua,MODIS,51,61.03,291.6,9.3,D,0
0.6312,110.4207,319,1.2,1.1,2023-07-29,0617,Aqua,MODIS,75,61.03,297.9,15.2,D,0
0.9919,112.8187,314.8,1,1,2023-07-29,0617,Aqua,MODIS,67,61.03,297,7.4,D,0
0.7764,111.3399,359.4,1.1,1.1,2023-07-29,0617,Aqua,MODIS,99,61.03,293.1,91.8,D,0
0.775,111.3301,339.1,1.1,1.1,2023-07-29,0617,Aqua,MODIS,90,61.03,293.2,41.6,D,0
1.0137,112.9062,320.3,1,1,2023-07-29,0617,Aqua,MODIS,75,61.03,299.2,10.9,D,0
0.7986,111.4264,312.9,1.1,1,2023-07-29,0617,Aqua,MODIS,66,61.03,287.2,8.9,D,0
0.7858,111.3385,350.6,1.1,1.1,2023-07-29,0617,Aqua,MODIS,96,61.03,290.4,67.9,D,0
0.7843,111.3288,336.8,1.1,1.1,2023-07-29,0617,Aqua,MODIS,89,61.03,290.3,38.1,D,0
0.7815,111.3091,310.2,1.1,1.1,2023-07-29,0617,Aqua,MODIS,56,61.03,291.9,4.8,D,0
0.608,110.1264,353.2,1.3,1.1,2023-07-29,0617,Aqua,MODIS,97,61.03,285.8,95.5,D,0
0.8121,111.4542,323.7,1.1,1,2023-07-29,0617,Aqua,MODIS,79,61.03,284.4,20.5,D,0
0.7321,110.9053,315,1.2,1.1,2023-07-29,0617,Aqua,MODIS,69,61.03,273.1,16,D,0
0.6214,110.1478,311.9,1.3,1.1,2023-07-29,0617,Aqua,MODIS,38,61.03,285.8,10.9,D,0
0.6079,110.0558,358.3,1.3,1.1,2023-07-29,0617,Aqua,MODIS,99,61.03,290.5,115,D,0
0.6062,110.0442,353.9,1.3,1.1,2023-07-29,0617,Aqua,MODIS,97,61.03,287.5,100.1,D,0
0.5874,109.9155,314,1.3,1.1,2023-07-29,0617,Aqua,MODIS,68,61.03,285.3,16.4,D,0
0.8382,111.5686,320.3,1.1,1,2023-07-29,0617,Aqua,MODIS,66,61.03,272.3,19.1,D,0
0.8214,111.4528,325.4,1.1,1,2023-07-29,0617,Aqua,MODIS,81,61.03,283.7,21.9,D,0
0.6281,110.1235,327.6,1.3,1.1,2023-07-29,0617,Aqua,MODIS,83,61.03,283.6,30.9,D,0
0.6264,110.112,314.1,1.3,1.1,2023-07-29,0617,Aqua,MODIS,32,61.03,281.9,11.9,D,0
0.618,110.0543,310.2,1.3,1.1,2023-07-29,0617,Aqua,MODIS,30,61.03,288.5,8.8,D,0
0.6692,110.3362,350.5,1.3,1.1,2023-07-29,0617,Aqua,MODIS,96,61.03,290.2,82.2,D,0
1.0544,112.9366,322.2,1,1,2023-07-29,0617,Aqua,MODIS,77,61.03,299.7,14.1,D,0
1.0211,112.7054,318.2,1,1,2023-07-29,0617,Aqua,MODIS,72,61.03,298.8,9.6,D,0
0.8344,111.4112,308.3,1.1,1,2023-07-29,0617,Aqua,MODIS,53,61.03,283.8,6.4,D,0
0.8231,111.3331,310.2,1.1,1.1,2023-07-29,0617,Aqua,MODIS,57,61.03,285.3,7.5,D,0
0.6499,110.132,338,1.3,1.1,2023-07-29,0617,Aqua,MODIS,90,61.03,288.4,54.2,D,0
0.6482,110.1206,328.1,1.3,1.1,2023-07-29,0617,Aqua,MODIS,83,61.03,284.3,35,D,0
0.5867,109.6944,371.7,1.4,1.2,2023-07-29,0617,Aqua,MODIS,100,61.03,282.5,190,D,0
1.039,112.7665,321.8,1,1,2023-07-29,0617,Aqua,MODIS,77,61.03,299.4,13.6,D,0
1.03,112.7041,316.5,1,1,2023-07-29,0617,Aqua,MODIS,53,61.03,298.9,7.9,D,0
0.8025,111.1234,306.1,1.1,1.1,2023-07-29,0617,Aqua,MODIS,33,61.03,281.4,6.9,D,0
0.6781,110.1861,316.3,1.3,1.1,2023-07-29,0617,Aqua,MODIS,69,61.03,283.4,15.9,D,0
1.0497,112.7039,311.9,1,1,2023-07-29,0617,Aqua,MODIS,61,61.03,299.4,5.1,D,0
0.6979,110.3143,315.9,1.3,1.1,2023-07-29,0617,Aqua,MODIS,58,61.03,286.9,14.7,D,0
0.6778,110.1797,321.9,1.3,1.1,2023-07-29,0617,Aqua,MODIS,79,61.03,282.2,23.9,D,0
0.8726,111.4289,313.5,1.1,1,2023-07-29,0617,Aqua,MODIS,67,61.03,290.3,9.4,D,0
0.65,109.924,313.1,1.3,1.1,2023-07-29,0617,Aqua,MODIS,68,61.03,276.3,16.9,D,0
0.7468,110.5087,318.1,1.2,1.1,2023-07-29,0617,Aqua,MODIS,74,61.03,290.2,14.9,D,0
0.7372,110.4435,311.8,1.2,1.1,2023-07-29,0617,Aqua,MODIS,53,61.03,290.4,6.9,D,0
1.0649,112.6196,311.5,1,1,2023-07-29,0617,Aqua,MODIS,60,61.03,298.3,5.2,D,0
1.088,112.7165,317.1,1,1,2023-07-29,0617,Aqua,MODIS,71,61.03,299.7,9,D,0
1.0868,112.7076,337.6,1,1,2023-07-29,0617,Aqua,MODIS,89,61.03,300.2,33.9,D,0
0.7899,110.6664,325.3,1.2,1.1,2023-07-29,0617,Aqua,MODIS,81,61.03,289,25,D,0
0.7883,110.6558,322.4,1.2,1.1,2023-07-29,0617,Aqua,MODIS,79,61.03,288.4,20.9,D,0
0.7759,110.5705,327.3,1.2,1.1,2023-07-29,0617,Aqua,MODIS,83,61.03,291.5,24.4,D,0
0.7743,110.5598,323.7,1.2,1.1,2023-07-29,0617,Aqua,MODIS,74,61.03,291.7,19.1,D,0
0.7456,110.3638,311.9,1.2,1.1,2023-07-29,0617,Aqua,MODIS,65,61.03,292.2,7.6,D,0
0.6489,109.7038,321,1.4,1.2,2023-07-29,0617,Aqua,MODIS,77,61.03,284.2,24.9,D,0
0.7934,110.6226,310.9,1.2,1.1,2023-07-29,0617,Aqua,MODIS,63,61.03,290.4,6.9,D,0
0.7856,110.5691,369.5,1.2,1.1,2023-07-29,0617,Aqua,MODIS,100,61.03,294,141.9,D,0
0.784,110.5584,329.6,1.2,1.1,2023-07-29,0617,Aqua,MODIS,85,61.03,292.7,28.2,D,0
0.7825,110.5476,320.8,1.2,1.1,2023-07-29,0617,Aqua,MODIS,44,61.03,292.7,15.4,D,0
0.7683,110.4501,312.1,1.2,1.1,2023-07-29,0617,Aqua,MODIS,56,61.03,291.3,7,D,0
0.6646,109.7388,359,1.4,1.2,2023-07-29,0617,Aqua,MODIS,99,61.03,286.9,126.9,D,0
0.8031,110.6212,345.3,1.2,1.1,2023-07-29,0617,Aqua,MODIS,93,61.03,292.8,62.5,D,0
0.8016,110.6105,331.4,1.2,1.1,2023-07-29,0617,Aqua,MODIS,86,61.03,292.9,32.9,D,0
0.7574,110.3057,312.1,1.3,1.1,2023-07-29,0617,Aqua,MODIS,39,61.03,291.2,8.6,D,0
0.7312,110.1254,306.8,1.3,1.1,2023-07-29,0617,Aqua,MODIS,25,61.03,283.8,7.2,D,0
0.7689,110.3155,326.9,1.3,1.1,2023-07-29,0617,Aqua,MODIS,83,61.03,292.4,28.4,D,0
0.7673,110.3042,316.4,1.3,1.1,2023-07-29,0617,Aqua,MODIS,67,61.03,291.6,13.5,D,0
0.6852,109.7358,320,1.4,1.2,2023-07-29,0617,Aqua,MODIS,42,61.03,287.4,19.3,D,0
0.6834,109.7237,327.8,1.4,1.2,2023-07-29,0617,Aqua,MODIS,78,61.03,286.5,33.6,D,0
-2.2136,115.5012,345,1.1,1,2023-07-29,0617,Aqua,MODIS,93,61.03,307.1,41.9,D,2
-2.215,115.4917,346.7,1.1,1,2023-07-29,0617,Aqua,MODIS,93,61.03,304.7,46.7,D,2
-2.1643,115.5813,329.8,1.1,1,2023-07-29,0617,Aqua,MODIS,70,61.03,304.5,17.6,D,2
-2.5243,110.6599,315.8,1.3,1.1,2023-07-29,0617,Aqua,MODIS,67,61.03,298.7,12,D,0
-2.2174,112.7322,318.4,1,1,2023-07-29,0617,Aqua,MODIS,65,61.03,301.1,11.6,D,0
-2.503,110.245,310.2,1.4,1.2,2023-07-29,0617,Aqua,MODIS,18,61.03,295.1,5.1,D,0
-2.1253,112.476,336.8,1.1,1,2023-07-29,0617,Aqua,MODIS,88,61.03,300.6,35.4,D,0
-2.356,110.7658,314.6,1.3,1.1,2023-07-29,0617,Aqua,MODIS,65,61.03,296.6,11.7,D,0
-2.3576,110.7544,312.9,1.3,1.1,2023-07-29,0617,Aqua,MODIS,61,61.03,296.4,9.5,D,0
-2.3459,110.7643,339.7,1.3,1.1,2023-07-29,0617,Aqua,MODIS,90,61.03,296.9,55,D,0
-2.3476,110.7529,337.6,1.3,1.1,2023-07-29,0617,Aqua,MODIS,89,61.03,297.8,50.2,D,0
-2.2165,111.0266,342.1,1.2,1.1,2023-07-29,0617,Aqua,MODIS,91,61.03,296.7,56.8,D,0
-2.2181,111.0155,315.9,1.2,1.1,2023-07-29,0617,Aqua,MODIS,68,61.03,297.4,10.9,D,0
-2.2001,110.7144,312.2,1.3,1.1,2023-07-29,0617,Aqua,MODIS,57,61.03,297.3,7.5,D,0
-2.687,105.9932,311.7,3,1.7,2023-07-29,0617,Aqua,MODIS,51,61.03,287.7,40.6,D,0
-2.0579,110.4186,313.1,1.4,1.2,2023-07-29,0617,Aqua,MODIS,63,61.03,298.4,9.9,D,0
-1.854,111.6843,313.3,1.1,1.1,2023-07-29,0617,Aqua,MODIS,59,61.03,296.9,9.7,D,0
-1.8658,111.6034,309.1,1.1,1.1,2023-07-29,0617,Aqua,MODIS,38,61.03,294.3,5,D,0
